order,taoble_name_cn,taoble_name,column_name_CN,column_name,column_type,column_related,notes
2.1.1,中国A股盈利预测汇总,AShareConsensusData,预测年度类型,S_EST_YEARTYPE,VARCHAR2(20),,"以最新公布年报为基准,类型为FY0,预测下一年的类型为FY1,预测下俩年的类型"
2.2.1,中国A股盈利预测明细,AShareEarningEst,对象ID,OBJECT_ID,VARCHAR2(100),,
2.2.1,中国A股盈利预测明细,AShareEarningEst,Wind代码,S_INFO_WINDCODE,VARCHAR2(40),,
2.2.1,中国A股盈利预测明细,AShareEarningEst,Wind代码,WIND_CODE,VARCHAR2(40),,
2.2.1,中国A股盈利预测明细,AShareEarningEst,研究机构名称,RESEARCH_INST_NAME,VARCHAR2(20),,
2.2.1,中国A股盈利预测明细,AShareEarningEst,分析师名称,ANALYST_NAME,VARCHAR2(20),,
2.2.1,中国A股盈利预测明细,AShareEarningEst,预测日期,EST_DT,VARCHAR2(8),,"研究报告中公布的分析师预测日期,小于等于公告日期"
2.2.1,中国A股盈利预测明细,AShareEarningEst,预测报告期,REPORTING_PERIOD,VARCHAR2(8),,报告是对哪个年度报告期的预测
2.2.1,中国A股盈利预测明细,AShareEarningEst,预测每股收益(摊薄)(元),EST_EPS_DILUTED,"NUMBER(20,4)",,
2.2.1,中国A股盈利预测明细,AShareEarningEst,预测净利润(万元),EST_NET_PROFIT,"NUMBER(20,4)",,
2.2.1,中国A股盈利预测明细,AShareEarningEst,预测主营业务收入(万元),EST_MAIN_BUS_INC,"NUMBER(20,4)",,
2.2.1,中国A股盈利预测明细,AShareEarningEst,预测息税前利润(万元),EST_EBIT,"NUMBER(20,4)",,
2.2.1,中国A股盈利预测明细,AShareEarningEst,预测息税折旧摊销前利润(万元),EST_EBITDA,"NUMBER(20,4)",,
2.2.1,中国A股盈利预测明细,AShareEarningEst,预测基准股本(万股),EST_BASE_CAP,"NUMBER(20,4)",,
2.2.1,中国A股盈利预测明细,AShareEarningEst,公告日期(内部),ANN_DT,VARCHAR2(8),,"盈利预测信息加工发布的时间,精确确到“日”"
2.2.1,中国A股盈利预测明细,AShareEarningEst,预测每股现金流,S_EST_CPS,"NUMBER(20,4)",,
2.2.1,中国A股盈利预测明细,AShareEarningEst,预测每股股利,S_EST_DPS,"NUMBER(20,4)",,
2.2.1,中国A股盈利预测明细,AShareEarningEst,预测每股净资产,S_EST_BPS,"NUMBER(20,4)",,
2.2.1,中国A股盈利预测明细,AShareEarningEst,预测利润总额（万元）,S_EST_EBT,"NUMBER(20,4)",,
2.2.1,中国A股盈利预测明细,AShareEarningEst,预测总资产收益率,S_EST_ROA,"NUMBER(20,4)",,
2.2.1,中国A股盈利预测明细,AShareEarningEst,预测净资产收益率,S_EST_ROE,"NUMBER(20,4)",,
2.2.1,中国A股盈利预测明细,AShareEarningEst,预测营业利润(万元）,S_EST_OPROFIT,"NUMBER(20,4)",,
2.2.1,中国A股盈利预测明细,AShareEarningEst,预测每股收益(稀释)(元),S_EST_EPSDILUTED,"NUMBER(20,4)",,
2.2.1,中国A股盈利预测明细,AShareEarningEst,预测每股收益(基本)(元),S_EST_EPSBASIC,"NUMBER(20,4)",,
2.2.1,中国A股盈利预测明细,AShareEarningEst,预测营业成本及附加（万元）,S_EST_OC,"NUMBER(20,4)",,
2.2.1,中国A股盈利预测明细,AShareEarningEst,预测净利润（换算）（万元）,S_EST_NPCAL,"NUMBER(20,4)",,"Wind计算 计算方法:预测基准股本*预测每股收益(摊薄),若预测每股收益(摊薄)未公布,则等于预测净利润】"
2.2.1,中国A股盈利预测明细,AShareEarningEst,预测每股收益（换算）,S_EST_EPSCAL,"NUMBER(20,4)",,"Wind计算 计算方法:预测净利润/实际股本,若预测净利润未公布,则等于预测净利润(换算)/实际股本"
2.2.1,中国A股盈利预测明细,AShareEarningEst,预测净利润调整比率,S_EST_NPRATE,"NUMBER(20,4)",,与库中同一券商前次报告中净利润比较 (本次净利润-前次净利润)/前次净利润
2.2.1,中国A股盈利预测明细,AShareEarningEst,预测EPS调整比率,S_EST_EPSRATE,"NUMBER(20,4)",,与库中同一券商前次报告中EPS比较 (本次EPS-前次EPS)/前次EPS
2.2.1,中国A股盈利预测明细,AShareEarningEst,预测市盈率,S_EST_PE,"NUMBER(20,4)",,
2.2.1,中国A股盈利预测明细,AShareEarningEst,预测市净率,S_EST_PB,"NUMBER(20,4)",,
2.2.1,中国A股盈利预测明细,AShareEarningEst,预测EV/EBITDA,S_EST_EVEBITDA,"NUMBER(20,4)",,
2.2.1,中国A股盈利预测明细,AShareEarningEst,预测股息率,S_EST_DIVIDENDYIELD,"NUMBER(20,4)",,
2.2.1,中国A股盈利预测明细,AShareEarningEst,预测有效截止,S_EST_ENDDATE,VARCHAR2(8),,预测日期往后推6个月(180天)
2.2.1,中国A股盈利预测明细,AShareEarningEst,预测主营业务利润率,S_EST_OPE,"NUMBER(10,4)",,
2.2.1,中国A股盈利预测明细,AShareEarningEst,分析师id,ANALYST_ID,VARCHAR2(200),,
2.2.1,中国A股盈利预测明细,AShareEarningEst,收录时间,COLLECT_TIME,DATE,,"研报到达wind平台的时间,精确到秒"
2.2.1,中国A股盈利预测明细,AShareEarningEst,首次入库时间,FIRST_OPTIME,DATE,,"盈利预测信息加工发布的时间,精确到秒"
2.2.1,中国A股盈利预测明细,AShareEarningEst,报告类型,REPORT_TYPECODE,"NUMBER(9,0)",,
2.2.1,中国A股盈利预测明细,AShareEarningEst,报告标题,REPORT_NAME,VARCHAR2(1024),,
2.2.1,中国A股盈利预测明细,AShareEarningEst,报告摘要,REPORT_SUMMARY,CLOB,,
2.2.1,中国A股盈利预测明细,AShareEarningEst,预测基准股本差异原因代码,EST_BASE_CAP_DIF_CODE,"NUMBER(9,0)",,"262001000 无差异,合理误差 262003000 送股 262004000 配股 262005000 增发,债转股,资产注入,新股发行 262006000 回购,缩股,股权激励 262007000 其他"
2.2.1,中国A股盈利预测明细,AShareEarningEst,综合值计算标记,S_EST_VALUE_CALCULATION,"NUMBER(5,0)",,1 参与综合值计算 0 不参与综合值计算
3.1.1,中国共同基金基本资料,ChinaMutualFundDescription,对象ID,OBJECT_ID,VARCHAR2(100),,
3.1.1,中国共同基金基本资料,ChinaMutualFundDescription,Wind代码,F_INFO_WINDCODE,VARCHAR2(40),,
3.1.1,中国共同基金基本资料,ChinaMutualFundDescription,前端代码,F_INFO_FRONT_CODE,VARCHAR2(40),,
3.1.1,中国共同基金基本资料,ChinaMutualFundDescription,后端代码,F_INFO_BACKEND_CODE,VARCHAR2(40),,
3.1.1,中国共同基金基本资料,ChinaMutualFundDescription,名称,F_INFO_FULLNAME,VARCHAR2(100),,
3.1.1,中国共同基金基本资料,ChinaMutualFundDescription,简称,F_INFO_NAME,VARCHAR2(100),,
3.1.1,中国共同基金基本资料,ChinaMutualFundDescription,管理人,F_INFO_CORP_FUNDMANAGEMENTCOMP,VARCHAR2(100),,
3.1.1,中国共同基金基本资料,ChinaMutualFundDescription,托管人,F_INFO_CUSTODIANBANK,VARCHAR2(100),,
3.1.1,中国共同基金基本资料,ChinaMutualFundDescription,投资类型,F_INFO_FIRSTINVESTTYPE,VARCHAR2(40),,"金融终端基金指标-投资类型,请参考:ChinaMutualFundSector(中国Wind基金分类)"
3.1.1,中国共同基金基本资料,ChinaMutualFundDescription,成立日期,F_INFO_SETUPDATE,VARCHAR2(8),,
3.1.1,中国共同基金基本资料,ChinaMutualFundDescription,到期日期,F_INFO_MATURITYDATE,VARCHAR2(8),,
3.1.1,中国共同基金基本资料,ChinaMutualFundDescription,发行份额,F_ISSUE_TOTALUNIT,"NUMBER(20,4)",,单位:亿份
3.1.1,中国共同基金基本资料,ChinaMutualFundDescription,管理费,F_INFO_MANAGEMENTFEERATIO,"NUMBER(20,4)",,%
3.1.1,中国共同基金基本资料,ChinaMutualFundDescription,托管费,F_INFO_CUSTODIANFEERATIO,"NUMBER(20,4)",,%
3.1.1,中国共同基金基本资料,ChinaMutualFundDescription,货币代码,CRNY_CODE,VARCHAR2(10),,见附件
3.1.1,中国共同基金基本资料,ChinaMutualFundDescription,存续期,F_INFO_PTMYEAR,"NUMBER(20,4)",,
3.1.1,中国共同基金基本资料,ChinaMutualFundDescription,机构投资者认购起始日,F_ISSUE_OEF_STARTDATEINST,VARCHAR2(8),,
3.1.1,中国共同基金基本资料,ChinaMutualFundDescription,机构投资者认购终止日,F_ISSUE_OEF_DNDDATEINST,VARCHAR2(8),,
3.1.1,中国共同基金基本资料,ChinaMutualFundDescription,面值,F_INFO_PARVALUE,"NUMBER(20,4)",,
3.1.1,中国共同基金基本资料,ChinaMutualFundDescription,信托类别,F_INFO_TRUSTTYPE,VARCHAR2(40),,
3.1.1,中国共同基金基本资料,ChinaMutualFundDescription,受托人,F_INFO_TRUSTEE,VARCHAR2(100),,
3.1.1,中国共同基金基本资料,ChinaMutualFundDescription,日常申购起始日,F_PCHREDM_PCHSTARTDATE,VARCHAR2(8),,
3.1.1,中国共同基金基本资料,ChinaMutualFundDescription,日常赎回起始日,F_INFO_REDMSTARTDATE,VARCHAR2(8),,
3.1.1,中国共同基金基本资料,ChinaMutualFundDescription,起点金额,F_INFO_MINBUYAMOUNT,"NUMBER(20,4)",,万元
3.1.1,中国共同基金基本资料,ChinaMutualFundDescription,预期收益率,F_INFO_EXPECTEDRATEOFRETURN,"NUMBER(20,4)",,
3.1.1,中国共同基金基本资料,ChinaMutualFundDescription,发行地,F_INFO_ISSUINGPLACE,VARCHAR2(100),,
3.1.1,中国共同基金基本资料,ChinaMutualFundDescription,业绩比较基准,F_INFO_BENCHMARK,VARCHAR2(500),,
3.1.1,中国共同基金基本资料,ChinaMutualFundDescription,存续状态,F_INFO_STATUS,"NUMBER(9,0)",,'101001000' 已上市; '101002000' 摘牌; '101003000' 发行
3.1.1,中国共同基金基本资料,ChinaMutualFundDescription,限定类型,F_INFO_RESTRICTEDORNOT,VARCHAR2(20),,
3.1.1,中国共同基金基本资料,ChinaMutualFundDescription,是否结构化产品,F_INFO_STRUCTUREDORNOT,"NUMBER(1,0)",,
3.1.1,中国共同基金基本资料,ChinaMutualFundDescription,交易所,F_INFO_EXCHMARKET,VARCHAR2(10),,SSE:上交所 SZSE:深交所
3.1.1,中国共同基金基本资料,ChinaMutualFundDescription,投资风格,F_INFO_FIRSTINVESTSTYLE,VARCHAR2(20),,
3.1.1,中国共同基金基本资料,ChinaMutualFundDescription,发行日期,F_INFO_ISSUEDATE,VARCHAR2(8),,
3.1.1,中国共同基金基本资料,ChinaMutualFundDescription,基金类型,F_INFO_TYPE,VARCHAR2(20),,
3.1.1,中国共同基金基本资料,ChinaMutualFundDescription,是否为初始基金,F_INFO_ISINITIAL,"NUMBER(5,0)",,
3.1.1,中国共同基金基本资料,ChinaMutualFundDescription,简称拼音,F_INFO_PINYIN,VARCHAR2(40),,
3.1.1,中国共同基金基本资料,ChinaMutualFundDescription,投资范围,F_INFO_INVESTSCOPE,VARCHAR2(2000),,
3.1.1,中国共同基金基本资料,ChinaMutualFundDescription,投资目标,F_INFO_INVESTOBJECT,VARCHAR2(500),,
3.1.1,中国共同基金基本资料,ChinaMutualFundDescription,投资理念,F_INFO_INVESTCONCEPTION,VARCHAR2(2000),,
3.1.1,中国共同基金基本资料,ChinaMutualFundDescription,决策依据,F_INFO_DECISION_BASIS,VARCHAR2(2000),,
3.1.1,中国共同基金基本资料,ChinaMutualFundDescription,是否指数基金,IS_INDEXFUND,"NUMBER(5,0)",,0:否 1:是
3.1.1,中国共同基金基本资料,ChinaMutualFundDescription,退市日期,F_INFO_DELISTDATE,VARCHAR2(8),,
3.1.1,中国共同基金基本资料,ChinaMutualFundDescription,基金管理人ID,F_INFO_CORP_FUNDMANAGEMENTID,VARCHAR2(10),,
3.1.1,中国共同基金基本资料,ChinaMutualFundDescription,托管人id,F_INFO_CUSTODIANBANKID,VARCHAR2(40),,
3.1.1,中国共同基金基本资料,ChinaMutualFundDescription,单一投资者持有份额上限(亿份),MAX_NUM_HOLDER,"NUMBER(20,4)",,
3.1.1,中国共同基金基本资料,ChinaMutualFundDescription,封闭期目标募集数量上限(亿份),MAX_NUM_COLTARGET,"NUMBER(20,4)",,
3.1.1,中国共同基金基本资料,ChinaMutualFundDescription,投资策略,INVESTSTRATEGY,VARCHAR2(4000),,
3.1.1,中国共同基金基本资料,ChinaMutualFundDescription,基金风险收益特征,RISK_RETURN,VARCHAR2(4000),,
3.1.1,中国共同基金基本资料,ChinaMutualFundDescription,每次最低申购金额(场外)(万元),F_PCHREDM_PCHMINAMT,"NUMBER(20,4)",,加工场外最低申购金额 (20160517之前加工口径 为场内场外较低值)
3.1.1,中国共同基金基本资料,ChinaMutualFundDescription,每次最低申购金额(场内) (万元),F_PCHREDM_PCHMINAMT_EX,"NUMBER(20,4)",,加工场内最低申购金额
3.1.1,中国共同基金基本资料,ChinaMutualFundDescription,上市时间,F_INFO_LISTDATE,VARCHAR2(8),,
3.1.1,中国共同基金基本资料,ChinaMutualFundDescription,公告日期,F_INFO_ANNDATE,VARCHAR2(8),,
3.1.1,中国共同基金基本资料,ChinaMutualFundDescription,封闭运作期,F_CLOSED_OPERATION_PERIOD,"NUMBER(20,4)",,
3.1.1,中国共同基金基本资料,ChinaMutualFundDescription,封闭运作期满开放日间隔,F_CLOSED_OPERATION_INTERVAL,"NUMBER(20,4)",,
3.1.1,中国共同基金基本资料,ChinaMutualFundDescription,基金注册与过户登记人ID,F_INFO_REGISTRANT,VARCHAR2(10),,
3.1.1,中国共同基金基本资料,ChinaMutualFundDescription,个人投资者认购起始日,F_PERSONAL_STARTDATEIND,VARCHAR2(8),,
3.1.1,中国共同基金基本资料,ChinaMutualFundDescription,个人投资者认购终止日,F_PERSONAL_ENDDATEIND,VARCHAR2(8),,
3.1.1,中国共同基金基本资料,ChinaMutualFundDescription,基金品种ID,F_INFO_FUND_ID,VARCHAR2(100),,
3.1.1,中国共同基金基本资料,ChinaMutualFundDescription,销售服务费率,F_SALES_SERVICE_RATE,"NUMBER(20,4)",,
3.1.1,中国共同基金基本资料,ChinaMutualFundDescription,投资区域,F_INVESTMENT_AREA,VARCHAR2(20),,
3.2.2,中国共同基金净值,ChinaMutualFundNAV,对象ID,OBJECT_ID,VARCHAR2(100),,
3.2.2,中国共同基金净值,ChinaMutualFundNAV,Wind代码,F_INFO_WINDCODE,VARCHAR2(40),,
3.2.2,中国共同基金净值,ChinaMutualFundNAV,公告日期,ANN_DATE,VARCHAR2(8),,"如遇法定节假日,此字段存在为空的情况"
3.2.2,中国共同基金净值,ChinaMutualFundNAV,截止日期,PRICE_DATE,VARCHAR2(8),,
3.2.2,中国共同基金净值,ChinaMutualFundNAV,单位净值,F_NAV_UNIT,"NUMBER(24,8)",,
3.2.2,中国共同基金净值,ChinaMutualFundNAV,累计净值,F_NAV_ACCUMULATED,"NUMBER(24,8)",,
3.2.2,中国共同基金净值,ChinaMutualFundNAV,累计分红(废弃),F_NAV_DIVACCUMULATED,"NUMBER(20,4)",,
3.2.2,中国共同基金净值,ChinaMutualFundNAV,复权因子,F_NAV_ADJFACTOR,"NUMBER(24,8)",,
3.2.2,中国共同基金净值,ChinaMutualFundNAV,货币代码,CRNCY_CODE,VARCHAR2(10),,
3.2.2,中国共同基金净值,ChinaMutualFundNAV,资产净值,F_PRT_NETASSET,"NUMBER(20,4)",,
3.2.2,中国共同基金净值,ChinaMutualFundNAV,是否合计数据,F_ASSET_MERGEDSHARESORNOT,"NUMBER(1,0)",,
3.2.2,中国共同基金净值,ChinaMutualFundNAV,合计资产净值,NETASSET_TOTAL,"NUMBER(20,4)",,
3.2.2,中国共同基金净值,ChinaMutualFundNAV,复权单位净值,F_NAV_ADJUSTED,"NUMBER(22,8)",,
3.2.2,中国共同基金净值,ChinaMutualFundNAV,是否净值除权日,IS_EXDIVIDENDDATE,"NUMBER(5,0)",,
3.2.2,中国共同基金净值,ChinaMutualFundNAV,累计单位分配,F_NAV_DISTRIBUTION,"NUMBER(20,4)",,
3.2.3,中国共同基金净值表现(报告期),ChinaMutualFundRepNAVPer,对象ID,OBJECT_ID,VARCHAR2(100),,
3.2.3,中国共同基金净值表现(报告期),ChinaMutualFundRepNAVPer,Wind代码,S_INFO_WINDCODE,VARCHAR2(40),,
3.2.3,中国共同基金净值表现(报告期),ChinaMutualFundRepNAVPer,公告日期,ANN_DATE,VARCHAR2(8),,
3.2.3,中国共同基金净值表现(报告期),ChinaMutualFundRepNAVPer,报告期,F_INFO_REPORTPERIOD,VARCHAR2(8),,
3.2.3,中国共同基金净值表现(报告期),ChinaMutualFundRepNAVPer,期间代码,PERIOD_CODE,VARCHAR2(10),,0:自成立至今 1:过去1个月 3:过去3个月 6:过去6个月 12:过去1年 24:过去2年 36:过去3年 60:过去5年 61:第一个保本周期 62:第二个保本周期 63:自第三个保本周期至今
3.2.3,中国共同基金净值表现(报告期),ChinaMutualFundRepNAVPer,净值增长率,F_NAV_RETURN,"NUMBER(20,4)",,
3.2.3,中国共同基金净值表现(报告期),ChinaMutualFundRepNAVPer,净值增长率标准差,F_NAV_STDDEVRETURN,"NUMBER(20,4)",,
3.2.3,中国共同基金净值表现(报告期),ChinaMutualFundRepNAVPer,业绩比较基准收益率,F_NAV_BENCHRETURN,"NUMBER(20,4)",,
3.2.3,中国共同基金净值表现(报告期),ChinaMutualFundRepNAVPer,业绩比较基准收益率标准差,F_NAV_BENCHSTDDEV,"NUMBER(20,4)",,
3.2.3,中国共同基金净值表现(报告期),ChinaMutualFundRepNAVPer,净值增长率减基准收益率,F_NAV_BENCHDEVRETURN,"NUMBER(20,4)",,
3.2.3,中国共同基金净值表现(报告期),ChinaMutualFundRepNAVPer,净值增长率标准差减基准收益率标准差,F_NAV_STDDEVNAVBENCH,"NUMBER(20,4)",,
3.2.5,中国共同基金席位交易量及佣金,ChinaMutualFundSeatTrading,对象ID,OBJECT_ID,VARCHAR2(100),,
3.2.5,中国共同基金席位交易量及佣金,ChinaMutualFundSeatTrading,Wind代码,S_INFO_WINDCODE,VARCHAR2(40),,
3.2.5,中国共同基金席位交易量及佣金,ChinaMutualFundSeatTrading,截止日期,F_PRT_ENDDATE,VARCHAR2(8),,
3.2.5,中国共同基金席位交易量及佣金,ChinaMutualFundSeatTrading,货币代码,CRNCY_CODE,VARCHAR2(10),,
3.2.5,中国共同基金席位交易量及佣金,ChinaMutualFundSeatTrading,资产总值(元),F_PRT_TOTALASSET,"NUMBER(20,4)",,
3.2.5,中国共同基金席位交易量及佣金,ChinaMutualFundSeatTrading,资产净值(元),F_PRT_NETASSET,"NUMBER(20,4)",,
3.2.5,中国共同基金席位交易量及佣金,ChinaMutualFundSeatTrading,持有股票市值(元),F_PRT_STOCKVALUE,"NUMBER(20,4)",,
3.2.5,中国共同基金席位交易量及佣金,ChinaMutualFundSeatTrading,持有股票市值占资产净值比例(%),F_PRT_STOCKTONAV,"NUMBER(20,4)",,
3.2.5,中国共同基金席位交易量及佣金,ChinaMutualFundSeatTrading,指数投资持有股票市值(元),F_PRT_PASVSTKVALUE,"NUMBER(15,2)",,
3.2.5,中国共同基金席位交易量及佣金,ChinaMutualFundSeatTrading,指数投资持有股票市值占资产净值比例(%),F_PRT_PASVSTKTONAV,"NUMBER(20,4)",,
3.2.5,中国共同基金席位交易量及佣金,ChinaMutualFundSeatTrading,积极投资持有股票市值(元),F_PRT_POSVSTKVALUE,"NUMBER(20,4)",,
3.2.5,中国共同基金席位交易量及佣金,ChinaMutualFundSeatTrading,积极投资持有股票市值占资产净值比例(%),F_PRT_POSVSTKTONAV,"NUMBER(20,4)",,
3.2.5,中国共同基金席位交易量及佣金,ChinaMutualFundSeatTrading,持有国债市值(元),F_PRT_GOVBOND,"NUMBER(20,4)",,
3.2.5,中国共同基金席位交易量及佣金,ChinaMutualFundSeatTrading,持有国债市值占资产净值比例(%),F_PRT_GOVBONDTONAV,"NUMBER(20,4)",,
3.2.5,中国共同基金席位交易量及佣金,ChinaMutualFundSeatTrading,持有现金(元),F_PRT_CASH,"NUMBER(20,4)",,
3.2.5,中国共同基金席位交易量及佣金,ChinaMutualFundSeatTrading,持有现金占资产净值比例(%),F_PRT_CASHTONAV,"NUMBER(20,4)",,
3.2.5,中国共同基金席位交易量及佣金,ChinaMutualFundSeatTrading,持有国债及现金总值(元),F_PRT_GOVCASHVALUE,"NUMBER(20,4)",,
3.2.5,中国共同基金席位交易量及佣金,ChinaMutualFundSeatTrading,持有国债及现金占资产净值比例(%),F_PRT_GOVCASHTONAV,"NUMBER(20,4)",,
3.2.5,中国共同基金席位交易量及佣金,ChinaMutualFundSeatTrading,持有债券市值(不含国债)(元),F_PRT_BDVALUE_NOGOV,"NUMBER(20,4)",,
3.2.5,中国共同基金席位交易量及佣金,ChinaMutualFundSeatTrading,持有债券市值(不含国债)占资产净值比例(%),F_PRT_BDTONAV_NOGOV,"NUMBER(20,4)",,
3.2.5,中国共同基金席位交易量及佣金,ChinaMutualFundSeatTrading,持有金融债市值(元),F_PRT_FINANBOND,"NUMBER(20,4)",,
3.2.5,中国共同基金席位交易量及佣金,ChinaMutualFundSeatTrading,持有金融债市值占资产净值比例(%),F_PRT_FINANBONDTONAV,"NUMBER(20,4)",,
3.2.5,中国共同基金席位交易量及佣金,ChinaMutualFundSeatTrading,持有可转债市值(元),F_PRT_COVERTBOND,"NUMBER(15,2)",,
3.2.5,中国共同基金席位交易量及佣金,ChinaMutualFundSeatTrading,持有可转债市值占资产净值比例(%),F_PRT_COVERTBONDTONAV,"NUMBER(20,4)",,
3.2.5,中国共同基金席位交易量及佣金,ChinaMutualFundSeatTrading,持有企债市值(元),F_PRT_CORPBOND,"NUMBER(20,4)",,
3.2.5,中国共同基金席位交易量及佣金,ChinaMutualFundSeatTrading,持有企债市值占资产净值比例(%),F_PRT_CORPBONDTONAV,"NUMBER(20,4)",,
3.2.5,中国共同基金席位交易量及佣金,ChinaMutualFundSeatTrading,持有债券市值总计(元),F_PRT_BONDVALUE,"NUMBER(20,4)",,
3.2.5,中国共同基金席位交易量及佣金,ChinaMutualFundSeatTrading,持有债券市值总计占资产净值比例(%),F_PRT_BONDTONAV,"NUMBER(20,4)",,
3.2.5,中国共同基金席位交易量及佣金,ChinaMutualFundSeatTrading,持有央行票据市值(元),F_PRT_CTRBANKBILL,"NUMBER(20,4)",,
3.2.5,中国共同基金席位交易量及佣金,ChinaMutualFundSeatTrading,持有央行票据市值占资产净值比例(%),F_PRT_CTRBANKBILLTONAV,"NUMBER(20,4)",,
3.2.5,中国共同基金席位交易量及佣金,ChinaMutualFundSeatTrading,持有权证市值(元),F_PRT_WARRANTVALUE,"NUMBER(20,4)",,
3.2.5,中国共同基金席位交易量及佣金,ChinaMutualFundSeatTrading,持有权证市值占资产净值比例(%),F_PRT_WARRANTONAV,"NUMBER(20,4)",,
3.2.5,中国共同基金席位交易量及佣金,ChinaMutualFundSeatTrading,持有资产支持证券市值(元),F_PRT_ABSVALUE,"NUMBER(20,4)",,
3.2.5,中国共同基金席位交易量及佣金,ChinaMutualFundSeatTrading,持有资产支持证券占资产净值比例(%),F_PRT_ABSVALUETONAV,"NUMBER(20,4)",,
3.2.5,中国共同基金席位交易量及佣金,ChinaMutualFundSeatTrading,持有政策性金融债市值(元),F_PRT_POLIFINANBDVALUE,"NUMBER(20,4)",,
3.2.5,中国共同基金席位交易量及佣金,ChinaMutualFundSeatTrading,持有政策性金融债市值占资产净值比例(%),F_PRT_POLIFINANBDTONAV,"NUMBER(20,4)",,
3.2.5,中国共同基金席位交易量及佣金,ChinaMutualFundSeatTrading,持有基金市值(元),F_PRT_FUNDVALUE,"NUMBER(20,4)",,
3.2.5,中国共同基金席位交易量及佣金,ChinaMutualFundSeatTrading,持有基金市值占资产净值比例(%),F_PRT_FUNDTONAV,"NUMBER(20,4)",,
3.2.5,中国共同基金席位交易量及佣金,ChinaMutualFundSeatTrading,持有货币市场工具市值(元),F_PRT_MMVALUE,"NUMBER(20,4)",,
3.2.5,中国共同基金席位交易量及佣金,ChinaMutualFundSeatTrading,持有货币市场工具市值占资产净值比例(%),F_PRT_MMTONAV,"NUMBER(20,4)",,
3.2.5,中国共同基金席位交易量及佣金,ChinaMutualFundSeatTrading,持有其他资产(元),F_PRT_OTHER,"NUMBER(20,4)",,
3.2.5,中国共同基金席位交易量及佣金,ChinaMutualFundSeatTrading,持有其他资产占资产净值比例(%),F_PRT_OTHERTONAV,"NUMBER(20,4)",,
3.2.5,中国共同基金席位交易量及佣金,ChinaMutualFundSeatTrading,借贷方差额(元),F_PRT_DEBCREBALANCE,"NUMBER(20,4)",,
3.2.5,中国共同基金席位交易量及佣金,ChinaMutualFundSeatTrading,投资组合平均剩余期限(天),F_MMF_AVGPTM,"NUMBER(20,4)",,
3.2.5,中国共同基金席位交易量及佣金,ChinaMutualFundSeatTrading,买入返售证券(元),F_MMF_REVERSEREPO,"NUMBER(20,4)",,
3.2.5,中国共同基金席位交易量及佣金,ChinaMutualFundSeatTrading,卖出回购证券(元),F_MMF_REPO,"NUMBER(20,4)",,
3.2.5,中国共同基金席位交易量及佣金,ChinaMutualFundSeatTrading,持有股票市值占资产总值比例(%),F_PRT_STOCKTOTOT,"NUMBER(20,4)",,
3.2.5,中国共同基金席位交易量及佣金,ChinaMutualFundSeatTrading,持有债券市值占资产总值比例(%),F_PRT_BONDTOTOT,"NUMBER(20,4)",,
3.2.5,中国共同基金席位交易量及佣金,ChinaMutualFundSeatTrading,持有现金占资产总值比例(%),F_PRT_CASHTOTOT,"NUMBER(20,4)",,
3.2.5,中国共同基金席位交易量及佣金,ChinaMutualFundSeatTrading,持有其他资产占资产总值比例(%),F_PRT_OTHERTOTOT,"NUMBER(20,4)",,
3.2.5,中国共同基金席位交易量及佣金,ChinaMutualFundSeatTrading,持有权证市值占资产总值比例(%),F_PRT_WARRANTOTOT,"NUMBER(20,4)",,
3.2.5,中国共同基金席位交易量及佣金,ChinaMutualFundSeatTrading,持有基金市值占资产总值比例(%),F_PRT_FUNDTOTOT,"NUMBER(20,4)",,
3.2.5,中国共同基金席位交易量及佣金,ChinaMutualFundSeatTrading,持有货币市场工具市值占资产总值比例(%),F_PRT_MMTOTOT,"NUMBER(20,4)",,
3.2.5,中国共同基金席位交易量及佣金,ChinaMutualFundSeatTrading,持有股票比例较上期变化(%),F_PRT_STOCKTONAVCHANGE,"NUMBER(20,4)",,
3.2.5,中国共同基金席位交易量及佣金,ChinaMutualFundSeatTrading,持有债券比例较上期变化(%),F_PRT_BONDTONAVCHANGE,"NUMBER(20,4)",,
3.2.5,中国共同基金席位交易量及佣金,ChinaMutualFundSeatTrading,持有现金比例较上期变化(%),F_PRT_CASHTONAVCHANGE,"NUMBER(20,4)",,
3.2.5,中国共同基金席位交易量及佣金,ChinaMutualFundSeatTrading,持有其他资产比例较上期变化(%),F_PRT_OTHERTOTOTCHANGE,"NUMBER(20,4)",,
3.2.5,中国共同基金席位交易量及佣金,ChinaMutualFundSeatTrading,持有短期融资券市值(元),F_PRT_CPVALUE,"NUMBER(20,4)",,
3.2.5,中国共同基金席位交易量及佣金,ChinaMutualFundSeatTrading,持有中期票据市值(元),F_PRT_MTNVALUE,"NUMBER(20,4)",,
3.2.5,中国共同基金席位交易量及佣金,ChinaMutualFundSeatTrading,持有同业存单市值(元),F_PRT_CDS,"NUMBER(20,4)",,
3.2.5,中国共同基金席位交易量及佣金,ChinaMutualFundSeatTrading,港股通投资港股市值,F_PRT_HKSTOCKVALUE,"NUMBER(20,4)",,
3.2.5,中国共同基金席位交易量及佣金,ChinaMutualFundSeatTrading,港股通投资港股市值占资产净值比,F_PRT_HKSTOCKTONAV,"NUMBER(20,4)",,
